ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
ILI,"Iliamna, AK",KNK,"Kokhanok, AK"
ILI,"Iliamna, AK",NNL,"Nondalton, AK"
ILI,"Iliamna, AK",AKN,"King Salmon, AK"
ILI,"Iliamna, AK",HPB,"Hooper Bay, AK"
ILI,"Iliamna, AK",SCM,"Scammon Bay, AK"
ILI,"Iliamna, AK",SXP,"Sheldon Point, AK"
ILI,"Iliamna, AK",MOU,"Mountain Village, AK"
ILI,"Iliamna, AK",KGK,"Koliganek, AK"
ILI,"Iliamna, AK",KMO,"Manokotak, AK"
ILI,"Iliamna, AK",OOK,"Toksook, AK"
ILI,"Iliamna, AK",ANC,"Anchorage, AK"
ILI,"Iliamna, AK",DLG,"Dillingham, AK"
ILI,"Iliamna, AK",AKN,"King Salmon, AK"
ILI,"Iliamna, AK",KNK,"Kokhanok, AK"
ILI,"Iliamna, AK",PDB,"Pedro Bay, AK"
ILI,"Iliamna, AK",NNL,"Nondalton, AK"
ILI,"Iliamna, AK",IGG,"Igiugig, AK"
ILI,"Iliamna, AK",KNW,"New Stuyahok, AK"
ILI,"Iliamna, AK",KLL,"Levelock, AK"
ILI,"Iliamna, AK",ANC,"Anchorage, AK"
ILI,"Iliamna, AK",PDB,"Pedro Bay, AK"
ILI,"Iliamna, AK",SDP,"Sandpoint, AK"
ILI,"Iliamna, AK",PTH,"Port Heiden, AK"
ILI,"Iliamna, AK",ANC,"Anchorage, AK"
ILM,"Wilmington, NC",ATL,"Atlanta, GA"
ILM,"Wilmington, NC",BDL,"Hartford, CT"
ILM,"Wilmington, NC",PHL,"Philadelphia, PA"
ILM,"Wilmington, NC",RDU,"Raleigh/Durham, NC"
ILM,"Wilmington, NC",CLT,"Charlotte, NC"
ILM,"Wilmington, NC",CLT,"Charlotte, NC"
ILM,"Wilmington, NC",DFW,"Dallas/Fort Worth, TX"
ILM,"Wilmington, NC",CLT,"Charlotte, NC"
ILM,"Wilmington, NC",LGA,"New York, NY"
ILM,"Wilmington, NC",CMH,"Columbus, OH"
ILM,"Wilmington, NC",VNY,"Van Nuys, CA"
ILM,"Wilmington, NC",CSG,"Columbus, GA"
ILM,"Wilmington, NC",ATL,"Atlanta, GA"
ILM,"Wilmington, NC",LGA,"New York, NY"
ILM,"Wilmington, NC",ATL,"Atlanta, GA"
ILM,"Wilmington, NC",RIC,"Richmond, VA"
ILM,"Wilmington, NC",EWR,"Newark, NJ"
ILM,"Wilmington, NC",IAD,"Washington, DC"
ILM,"Wilmington, NC",CLT,"Charlotte, NC"
ILM,"Wilmington, NC",DCA,"Washington, DC"
ILM,"Wilmington, NC",CLT,"Charlotte, NC"
ILM,"Wilmington, NC",DCA,"Washington, DC"
ILM,"Wilmington, NC",CAK,"Akron, OH"
ILM,"Wilmington, NC",ACY,"Atlantic City, NJ"
ILN,"Wilmington, OH",BDL,"Hartford, CT"
ILN,"Wilmington, OH",ORD,"Chicago, IL"
ILN,"Wilmington, OH",TPA,"Tampa, FL"
ILN,"Wilmington, OH",DEN,"Denver, CO"
ILN,"Wilmington, OH",SEA,"Seattle, WA"
ILN,"Wilmington, OH",BDL,"Hartford, CT"
ILN,"Wilmington, OH",LAX,"Los Angeles, CA"
ILN,"Wilmington, OH",SFO,"San Francisco, CA"
ILN,"Wilmington, OH",JFK,"New York, NY"
ILN,"Wilmington, OH",SMF,"Sacramento, CA"
ILN,"Wilmington, OH",ORD,"Chicago, IL"
ILN,"Wilmington, OH",IAH,"Houston, TX"
ILN,"Wilmington, OH",ILN,"Wilmington, OH"
ILN,"Wilmington, OH",PDX,"Portland, OR"
ILN,"Wilmington, OH",CVG,"Cincinnati, OH"
ILN,"Wilmington, OH",MIA,"Miami, FL"
ILN,"Wilmington, OH",TPA,"Tampa, FL"
IMT,"Iron Mountain/Kingsfd, MI",MKE,"Milwaukee, WI"
IMT,"Iron Mountain/Kingsfd, MI",DTW,"Detroit, MI"
IMT,"Iron Mountain/Kingsfd, MI",MSP,"Minneapolis, MN"
IMT,"Iron Mountain/Kingsfd, MI",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",CVG,"Cincinnati, OH"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",FYV,"Fayetteville, AR"
IND,"Indianapolis, IN",PIT,"Pittsburgh, PA"
IND,"Indianapolis, IN",BDL,"Hartford, CT"
IND,"Indianapolis, IN",FNL,"Fort Collins/Loveland, CO"
IND,"Indianapolis, IN",SCE,"State College, PA"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",IAH,"Houston, TX"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",BMI,"Bloomington/Normal, IL"
IND,"Indianapolis, IN",PHL,"Philadelphia, PA"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",ONT,"Ontario, CA"
IND,"Indianapolis, IN",IAH,"Houston, TX"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",OMA,"Omaha, NE"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",SLC,"Salt Lake City, UT"
IND,"Indianapolis, IN",OAK,"Oakland, CA"
IND,"Indianapolis, IN",SAN,"San Diego, CA"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",SEA,"Seattle, WA"
IND,"Indianapolis, IN",PDX,"Portland, OR"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",RDU,"Raleigh/Durham, NC"
IND,"Indianapolis, IN",AFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",PHL,"Philadelphia, PA"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",BDL,"Hartford, CT"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",BOS,"Boston, MA"
IND,"Indianapolis, IN",PHX,"Phoenix, AZ"
IND,"Indianapolis, IN",MCI,"Kansas City, MO"
IND,"Indianapolis, IN",SBN,"South Bend, IN"
IND,"Indianapolis, IN",LCK,"Columbus, OH"
IND,"Indianapolis, IN",PKB,"Parkersburg, WV"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",STL,"St. Louis, MO"
IND,"Indianapolis, IN",ONT,"Ontario, CA"
IND,"Indianapolis, IN",SMF,"Sacramento, CA"
IND,"Indianapolis, IN",TYS,"Knoxville, TN"
IND,"Indianapolis, IN",GSO,"Greensboro/High Point, NC"
IND,"Indianapolis, IN",SLC,"Salt Lake City, UT"
IND,"Indianapolis, IN",MDT,"Harrisburg, PA"
IND,"Indianapolis, IN",BWI,"Baltimore, MD"
IND,"Indianapolis, IN",GSP,"Greer, SC"
IND,"Indianapolis, IN",SYR,"Syracuse, NY"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",PDX,"Portland, OR"
IND,"Indianapolis, IN",CID,"Cedar Rapids/Iowa City, IA"
IND,"Indianapolis, IN",CLT,"Charlotte, NC"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",MSY,"New Orleans, LA"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",BDL,"Hartford, CT"
IND,"Indianapolis, IN",BNA,"Nashville, TN"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",HTS,"Ashland, WV"
IND,"Indianapolis, IN",LCK,"Columbus, OH"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",GRR,"Grand Rapids, MI"
IND,"Indianapolis, IN",CLE,"Cleveland, OH"
IND,"Indianapolis, IN",ARA,"New Iberia, LA"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",CVG,"Cincinnati, OH"
IND,"Indianapolis, IN",ONT,"Ontario, CA"
IND,"Indianapolis, IN",IAH,"Houston, TX"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",OAK,"Oakland, CA"
IND,"Indianapolis, IN",SAN,"San Diego, CA"
IND,"Indianapolis, IN",MDT,"Harrisburg, PA"
IND,"Indianapolis, IN",ABE,"Allentown/Bethlehem/Easton, PA"
IND,"Indianapolis, IN",SEA,"Seattle, WA"
IND,"Indianapolis, IN",MKE,"Milwaukee, WI"
IND,"Indianapolis, IN",CLT,"Charlotte, NC"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",AFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",PHL,"Philadelphia, PA"
IND,"Indianapolis, IN",PIT,"Pittsburgh, PA"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",BNA,"Nashville, TN"
IND,"Indianapolis, IN",BOS,"Boston, MA"
IND,"Indianapolis, IN",JFK,"New York, NY"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",RIC,"Richmond, VA"
IND,"Indianapolis, IN",SDF,"Louisville, KY"
IND,"Indianapolis, IN",GRR,"Grand Rapids, MI"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",OAK,"Oakland, CA"
IND,"Indianapolis, IN",PDX,"Portland, OR"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",ANC,"Anchorage, AK"
IND,"Indianapolis, IN",MHT,"Manchester, NH"
IND,"Indianapolis, IN",BUF,"Buffalo, NY"
IND,"Indianapolis, IN",CID,"Cedar Rapids/Iowa City, IA"
IND,"Indianapolis, IN",RST,"Rochester, MN"
IND,"Indianapolis, IN",LCK,"Columbus, OH"
IND,"Indianapolis, IN",FSD,"Sioux Falls, SD"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",ANC,"Anchorage, AK"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",MIA,"Miami, FL"
IND,"Indianapolis, IN",CLT,"Charlotte, NC"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",CLT,"Charlotte, NC"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",CLT,"Charlotte, NC"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",PHX,"Phoenix, AZ"
IND,"Indianapolis, IN",MIA,"Miami, FL"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",PHX,"Phoenix, AZ"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",MIA,"Miami, FL"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",ACT,"Waco, TX"
IND,"Indianapolis, IN",AUS,"Austin, TX"
IND,"Indianapolis, IN",SDF,"Louisville, KY"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",BUF,"Buffalo, NY"
IND,"Indianapolis, IN",MIA,"Miami, FL"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",CMH,"Columbus, OH"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",MDT,"Harrisburg, PA"
IND,"Indianapolis, IN",BWI,"Baltimore, MD"
IND,"Indianapolis, IN",PHL,"Philadelphia, PA"
IND,"Indianapolis, IN",MSY,"New Orleans, LA"
IND,"Indianapolis, IN",PIT,"Pittsburgh, PA"
IND,"Indianapolis, IN",BDL,"Hartford, CT"
IND,"Indianapolis, IN",LGA,"New York, NY"
IND,"Indianapolis, IN",BOS,"Boston, MA"
IND,"Indianapolis, IN",MCI,"Kansas City, MO"
IND,"Indianapolis, IN",DCA,"Washington, DC"
IND,"Indianapolis, IN",JFK,"New York, NY"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",BTV,"Burlington, VT"
IND,"Indianapolis, IN",SDF,"Louisville, KY"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",AFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",MDW,"Chicago, IL"
IND,"Indianapolis, IN",BNA,"Nashville, TN"
IND,"Indianapolis, IN",BNA,"Nashville, TN"
IND,"Indianapolis, IN",BNA,"Nashville, TN"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",BNA,"Nashville, TN"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",CLT,"Charlotte, NC"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",MSN,"Madison, WI"
IND,"Indianapolis, IN",CLE,"Cleveland, OH"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",MIA,"Miami, FL"
IND,"Indianapolis, IN",SAT,"San Antonio, TX"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",HOU,"Houston, TX"
IND,"Indianapolis, IN",PIT,"Pittsburgh, PA"
IND,"Indianapolis, IN",BNA,"Nashville, TN"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",BOS,"Boston, MA"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",OKC,"Oklahoma City, OK"
IND,"Indianapolis, IN",TYS,"Knoxville, TN"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",LEX,"Lexington, KY"
IND,"Indianapolis, IN",GSO,"Greensboro/High Point, NC"
IND,"Indianapolis, IN",CID,"Cedar Rapids/Iowa City, IA"
IND,"Indianapolis, IN",MKE,"Milwaukee, WI"
IND,"Indianapolis, IN",AFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",FRG,"East Farmingdale, NY"
IND,"Indianapolis, IN",SFB,"Sanford, FL"
IND,"Indianapolis, IN",EVV,"Evansville, IN"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",LGA,"New York, NY"
IND,"Indianapolis, IN",JFK,"New York, NY"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",SEA,"Seattle, WA"
IND,"Indianapolis, IN",SEA,"Seattle, WA"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",IAH,"Houston, TX"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",SFO,"San Francisco, CA"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",ORD,"Chicago, IL"
IND,"Indianapolis, IN",IAH,"Houston, TX"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",SFO,"San Francisco, CA"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",IAD,"Washington, DC"
IND,"Indianapolis, IN",SFO,"San Francisco, CA"
IND,"Indianapolis, IN",IAH,"Houston, TX"
IND,"Indianapolis, IN",IAH,"Houston, TX"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",EWR,"Newark, NJ"
IND,"Indianapolis, IN",CLE,"Cleveland, OH"
IND,"Indianapolis, IN",IFP,"Bullhead City, AZ"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",BWI,"Baltimore, MD"
IND,"Indianapolis, IN",DAL,"Dallas, TX"
IND,"Indianapolis, IN",HOU,"Houston, TX"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",PHX,"Phoenix, AZ"
IND,"Indianapolis, IN",MDW,"Chicago, IL"
IND,"Indianapolis, IN",SRQ,"Sarasota/Bradenton, FL"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",PBI,"West Palm Beach/Palm Beach, FL"
IND,"Indianapolis, IN",CVG,"Cincinnati, OH"
IND,"Indianapolis, IN",MIA,"Miami, FL"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",DEN,"Denver, CO"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",BWI,"Baltimore, MD"
IND,"Indianapolis, IN",ECP,"Panama City, FL"
IND,"Indianapolis, IN",DAL,"Dallas, TX"
IND,"Indianapolis, IN",HOU,"Houston, TX"
IND,"Indianapolis, IN",ATL,"Atlanta, GA"
IND,"Indianapolis, IN",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",PHX,"Phoenix, AZ"
IND,"Indianapolis, IN",AUS,"Austin, TX"
IND,"Indianapolis, IN",MDW,"Chicago, IL"
IND,"Indianapolis, IN",SRQ,"Sarasota/Bradenton, FL"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",PNS,"Pensacola, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",SDF,"Louisville, KY"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",PHX,"Phoenix, AZ"
IND,"Indianapolis, IN",SRQ,"Sarasota/Bradenton, FL"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",DTW,"Detroit, MI"
IND,"Indianapolis, IN",MIA,"Miami, FL"
IND,"Indianapolis, IN",MEM,"Memphis, TN"
IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",CLT,"Charlotte, NC"
IND,"Indianapolis, IN",PHL,"Philadelphia, PA"
IND,"Indianapolis, IN",PHL,"Philadelphia, PA"
IND,"Indianapolis, IN",VPS,"Valparaiso, FL"
IND,"Indianapolis, IN",EYW,"Key West, FL"
IND,"Indianapolis, IN",SFB,"Sanford, FL"
IND,"Indianapolis, IN",HOU,"Houston, TX"
IND,"Indianapolis, IN",AUS,"Austin, TX"
IND,"Indianapolis, IN",SAV,"Savannah, GA"
IND,"Indianapolis, IN",PGD,"Punta Gorda, FL"
IND,"Indianapolis, IN",VPS,"Valparaiso, FL"
IND,"Indianapolis, IN",PSP,"Palm Springs, CA"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",JAX,"Jacksonville, FL"
IND,"Indianapolis, IN",SFB,"Sanford, FL"
IND,"Indianapolis, IN",MSY,"New Orleans, LA"
IND,"Indianapolis, IN",PIE,"St. Petersburg, FL"
IND,"Indianapolis, IN",LAX,"Los Angeles, CA"
IND,"Indianapolis, IN",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",BOS,"Boston, MA"
IND,"Indianapolis, IN",AUS,"Austin, TX"
IND,"Indianapolis, IN",SRQ,"Sarasota/Bradenton, FL"
IND,"Indianapolis, IN",PBI,"West Palm Beach/Palm Beach, FL"
IND,"Indianapolis, IN",PGD,"Punta Gorda, FL"
IND,"Indianapolis, IN",ALB,"Albany, NY"
IND,"Indianapolis, IN",SFB,"Sanford, FL"
IND,"Indianapolis, IN",LYH,"Lynchburg, VA"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",ACY,"Atlantic City, NJ"
IND,"Indianapolis, IN",LAN,"Lansing, MI"
IND,"Indianapolis, IN",GPT,"Gulfport/Biloxi, MS"
IND,"Indianapolis, IN",MSP,"Minneapolis, MN"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",PNS,"Pensacola, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
IND,"Indianapolis, IN",SDF,"Louisville, KY"
IND,"Indianapolis, IN",FLL,"Fort Lauderdale, FL"
IND,"Indianapolis, IN",TPA,"Tampa, FL"
IND,"Indianapolis, IN",LAS,"Las Vegas, NV"
IND,"Indianapolis, IN",RSW,"Fort Myers, FL"
IND,"Indianapolis, IN",MCO,"Orlando, FL"
INL,"International Falls, MN",MSP,"Minneapolis, MN"
INL,"International Falls, MN",IFP,"Bullhead City, AZ"
INT,"Winston-Salem, NC",EWR,"Newark, NJ"
INT,"Winston-Salem, NC",TLH,"Tallahassee, FL"
INT,"Winston-Salem, NC",DAY,"Dayton, OH"
IPL,"El Centro, CA",SAN,"San Diego, CA"
IPL,"El Centro, CA",SAN,"San Diego, CA"
IPL,"El Centro, CA",LAX,"Los Angeles, CA"
IPT,"Williamsport, PA",MDT,"Harrisburg, PA"
IRC,"Circle, AK",FAI,"Fairbanks, AK"
IRC,"Circle, AK",CEM,"Central, AK"
IRC,"Circle, AK",FAI,"Fairbanks, AK"
IRC,"Circle, AK",VEE,"Venetie, AK"
IRK,"Kirksville, MO",STL,"St. Louis, MO"
ISM,"Orlando, FL",MYR,"Myrtle Beach, SC"
ISM,"Orlando, FL",MQY,"Smyrna, TN"
ISM,"Orlando, FL",FLL,"Fort Lauderdale, FL"
ISP,"Islip, NY",AGC,"Pittsburgh, PA"
ISP,"Islip, NY",CGE,"Cambridge, MD"
ISP,"Islip, NY",TPA,"Tampa, FL"
ISP,"Islip, NY",ATL,"Atlanta, GA"
ISP,"Islip, NY",RSW,"Fort Myers, FL"
ISP,"Islip, NY",MCO,"Orlando, FL"
ISP,"Islip, NY",PBI,"West Palm Beach/Palm Beach, FL"
ISP,"Islip, NY",PHL,"Philadelphia, PA"
ISP,"Islip, NY",ORF,"Norfolk, VA"
ISP,"Islip, NY",CHS,"Charleston, SC"
ISP,"Islip, NY",CHS,"Charleston, SC"
ISP,"Islip, NY",BED,"Bedford, MA"
ISP,"Islip, NY",FL7,"Placida, FL"
ISP,"Islip, NY",APF,"Naples, FL"
ISP,"Islip, NY",MCO,"Orlando, FL"
ISP,"Islip, NY",TPA,"Tampa, FL"
ISP,"Islip, NY",ATL,"Atlanta, GA"
ISP,"Islip, NY",FLL,"Fort Lauderdale, FL"
ISP,"Islip, NY",RSW,"Fort Myers, FL"
ISP,"Islip, NY",MCO,"Orlando, FL"
ISP,"Islip, NY",PBI,"West Palm Beach/Palm Beach, FL"
ISP,"Islip, NY",TPA,"Tampa, FL"
ISP,"Islip, NY",BWI,"Baltimore, MD"
ISP,"Islip, NY",BNA,"Nashville, TN"
ISP,"Islip, NY",FLL,"Fort Lauderdale, FL"
ISP,"Islip, NY",MCO,"Orlando, FL"
ISP,"Islip, NY",PBI,"West Palm Beach/Palm Beach, FL"
ISP,"Islip, NY",TPA,"Tampa, FL"
ISP,"Islip, NY",BWI,"Baltimore, MD"
ISP,"Islip, NY",BNA,"Nashville, TN"
ISP,"Islip, NY",FLL,"Fort Lauderdale, FL"
ISP,"Islip, NY",MCO,"Orlando, FL"
ISP,"Islip, NY",PBI,"West Palm Beach/Palm Beach, FL"
ISP,"Islip, NY",BWI,"Baltimore, MD"
ISP,"Islip, NY",BNA,"Nashville, TN"
ISP,"Islip, NY",FLL,"Fort Lauderdale, FL"
ISP,"Islip, NY",MCO,"Orlando, FL"
ISP,"Islip, NY",PBI,"West Palm Beach/Palm Beach, FL"
ITH,"Ithaca/Cortland, NY",BED,"Bedford, MA"
ITH,"Ithaca/Cortland, NY",HPN,"White Plains, NY"
ITH,"Ithaca/Cortland, NY",EWR,"Newark, NJ"
